noteId	internalNoteIntercept	internalNoteFactor1	scorerName	lowDiligenceNoteIntercept	lowDiligenceNoteFactor1	lowDiligenceNoteInterceptRound2	harassmentNoteIntercept	harassmentNoteFactor1
1896861279182106735	0.2918913	0.60344833	MFCoreScorer	0.07128388	-1.5306764	-1.141	-1.391713	-1.7131906
1899593964032065620	0.32141724	0.5824648	MFCoreScorer	-0.12098891	-1.8429509	-1.5012218	-1.9263369	-1.9566473
1904367746957341049	0.32508862	0.5648647	MFCoreScorer	-0.2081426	-1.7222214	-1.1523138	-1.5058235	-1.9036169
1921668042888794245	0.26350608	0.61777395	MFCoreScorer	0.2436415	-1.583261	0.7225735	-1.228147	-1.5274807
1959722525073572001	-0.046917815	-0.15956551	MFCoreScorer	0.40390545	1.3607757	0.93946105	0.61682546	-0.044300742
1964331524712538459	0.17260802	-0.74575067	MFCoreScorer	0.025166826	1.8775855	-1.1613005	-0.36154562	0.8202934
1965095517740019997	0.1469184	0.57764083	MFCoreScorer	0.8186088	-1.3229021	-0.03472124	-0.66519576	-2.526109
2003332355268768058	0.25294632	0.6534068	MFCoreScorer	-0.07673888	-2.5915413	-1.3636446	-0.58927584	-2.1622674
2003602542358409652	0.09590863	0.7032446	MFCoreScorer	0.06836146	-1.8374283	-0.68582726	-0.600519	-3.0796747
1792951056126685478	-0.14125386	0.21513627	MFCoreScorer	0.7438548	-0.957303	1.8254857	0.4076307	-0.9848714
1798793368362946875	0.16002531	0.63765407	MFCoreScorer	-0.007474887	-1.9812951	-0.014656798	-0.016747227	-1.5486048
1820938166678741178	-0.20347962	-0.035647504	MFCoreScorer	0.7648137	-0.69691557	2.9013112	1.0637531	-0.5241637
1821721076499673278	0.17051822	0.5996362	MFCoreScorer	0.8596926	-1.4573097	0.46170664	-0.274699	-1.2756209
1821771816760979878	0.193369	0.52563846	MFCoreScorer	0.12686473	-1.3218153	-0.11971711	-0.88068604	-1.0897093
1830866606907629714	0.30596146	0.10324461	MFCoreScorer	-0.23306084	-0.30874285	-0.963053	-0.3358215	0.21291628
1833139333575885059	0.10102971	0.5887538	MFCoreScorer	0.057661038	-2.5974815	1.2128628	-0.101574294	-0.7532925
1833941115185365242	0.4814115	-0.5079902	MFCoreScorer	-0.4043302	3.4024317	-2.5022397	-1.5460835	2.4655182
1835719065866051647	0.037799142	0.54258215	MFCoreScorer	0.16139707	-2.2475615	1.334145	-0.26185104	-1.8184787
1837677158619402505	0.2124146	0.60720265	MFCoreScorer	0.025073398	-1.7150674	0.07269924	-0.2118313	-1.3439919
1837679015274168493	0.17055872	0.5751194	MFCoreScorer	0.011514429	-2.0743883	-0.023184987	-0.06676952	-1.4386166
1886904752149291480	0.53632444	-0.37809116	MFCoreScorer	-0.2385305	3.028835	-2.488729	-1.4316334	1.421691
1809007096634970479	0.2823855	0.316546	MFCoreScorer	-0.13697687	-0.6825885	-0.9834443	-0.18345466	-0.3366491
1811028471251907006	0.2274874	-0.8975546	MFCoreScorer	0.5881688	1.8735086	0.56671745	-0.124203786	2.7268116
1811081770760011853	0.21630283	-0.84888184	MFCoreScorer	0.33330306	2.2680917	0.18144917	-0.11168387	1.7822384
1815195125120663787	0.35802695	0.10747717	MFCoreScorer	-0.41378888	-2.4399817	-3.5454285	-0.9697998	-2.346701
1852432553770397720	0.27630517	-0.8491098	MFCoreScorer	0.019686228	3.0995362	-0.0032299063	-0.3290596	1.6289499
1904566901424148706	0.21542343	0.7423007	MFCoreScorer	-0.06328974	-1.950702	-1.7061999	-1.073252	-2.1612337
1904951098584007132	0.22605205	0.7367469	MFCoreScorer	-0.06820037	-2.523788	-1.2273778	-0.65435165	-2.566315
1909707282729832494	0.4880892	0.2017007	MFCoreScorer	-0.15124932	-1.6013964	-2.1996808	-1.0080118	-1.0994494
1933939634502881293	0.18196034	-0.89130676	MFCoreScorer	-0.15648735	1.9615623	-4.8401756	0.17889236	2.7059343
1954140644131139686	0.40690562	0.11127006	MFCoreScorer	-0.19374266	-0.90102667	-1.3733693	-0.3482393	-0.13349743
1964834160528577011	0.1335284	0.67800075	MFCoreScorer	0.21401958	-1.9436326	-0.39724326	-0.20281614	-1.819881
1977326510286496212	0.113876626	0.6298108	MFCoreScorer	0.12618092	-2.584375	0.49664015	-0.40982845	-2.200043
1985813424488792365	0.12784722	0.8186396	MFCoreScorer	-0.06875282	-2.155807	-2.0841465	-0.3152857	-2.5192497
1998576018051707218	0.5525665	0.11490095	MFCoreScorer	-0.4191692	-0.88531846	-4.7377143	-1.3072615	-1.0309865
1998857911213420968	0.26025164	0.542616	MFCoreScorer	-0.41285014	-0.8677977	-2.2290523	-0.30344304	-1.2992367
2007001038096838773	0.16696458	0.73393744	MFCoreScorer	0.41312173	-1.6084987	0.28728932	-0.29708242	-1.811889
1638014783478718465	0.16084026	0.6640178	MFCoreScorer	0.1391892	-1.5882272	0.11490436	-0.83269995	-1.2370067
1672859366977060864	0.27638966	-0.5349732	MFCoreScorer	0.17973657	0.88541895	0.6575101	-0.5379743	0.86864364
1691346721476149407	0.14289367	0.7224418	MFCoreScorer	0.62759143	-2.0275006	1.8705869	-0.6368077	-1.479703
1710744524677612026	0.4695055	-0.19062692	MFCoreScorer	-0.06479385	0.7512545	-2.2851715	-0.9248262	0.32609087
1720884459111891452	0.1346713	0.2219231	MFCoreScorer	0.7547885	-1.4327563	2.9062932	-0.37132782	-0.7100791
1750631444798472201	0.14763561	-0.7328152	MFCoreScorer	0.051323347	1.5198547	-1.0368171	-0.17530805	1.1253712
1773126199914418489	0.24158995	-0.8915402	MFCoreScorer	0.744564	2.2201042	1.1834073	-1.1324496	2.7484322
1773127947152757112	0.16432388	0.7128399	MFCoreScorer	0.254188	-1.5503546	1.5812336	-0.62042576	-1.6706622
1803256094786982191	0.14905389	0.5649058	MFCoreScorer	0.02519945	-1.7205186	0.34233132	-0.06230278	-1.1725464
1812505599214506428	0.22109619	0.3955018	MFCoreScorer	0.04165446	-0.56466705	-1.0409695	-0.44622782	-0.39054042
1828845033828860101	0.20834471	-0.90887874	MFCoreScorer	0.091664754	2.7371943	-0.115986615	-0.45988706	2.0470855
1842241083780055422	0.21895593	-0.8931893	MFCoreScorer	0.115586124	1.749506	0.005226805	-0.6555302	1.3948622
1845848481828663579	0.105772674	-0.6897098	MFCoreScorer	0.055631496	1.3870764	-0.31174427		
1849246700252401952	0.18412882	0.71377605	MFCoreScorer	0.06712215	-2.0032887	-0.12019139	-0.52817863	-1.4666485
1849345969521062199	0.22281477	-0.8677386	MFCoreScorer	0.04442248	2.8536863	-0.83312625	-0.40372387	1.9012767
1850863035218297128	0.18246074	-0.8854854	MFCoreScorer	0.14143565	1.232398	-0.8634419	-0.1513917	2.6281288
1857834898750583232	0.15794685	0.78258914	MFCoreScorer	0.23075092	-3.1133325	1.2656081	0.07482578	-3.4201849
1881437255119622219	0.22773927	-0.8988983	MFCoreScorer	0.28899485	1.7317055	0.1790616	-0.5325614	2.6128201
1901205387937820903	0.21215652	-0.8885791	MFCoreScorer	0.101319805	2.414126	0.22416419	-0.120113134	1.4629223
1912618633051926638	0.0637121	0.5871141	MFCoreScorer	0.113080055	-2.7598321	2.38109	-0.05100587	-2.2057567
1913254660464402653	0.19014704	0.77489585	MFCoreScorer	0.016657416	-2.8670404	-0.39784682	-1.1875427	-3.0612519
1919407470704726080	0.19069068	0.7569167	MFCoreScorer	-0.058023535	-2.1317616	-1.3064225	-0.6471385	-2.2156742
1935056849264591074	0.13899246	0.7125337	MFCoreScorer	0.00053724507	-2.4753044	-0.3224781	-0.3459167	-1.304962
1964223458038210877	0.17457096	0.7090362	MFCoreScorer	-0.02178545	-1.6335939	-1.6155255	-0.28104484	-2.2237358
2006121596352606320	0.27186128	-0.8447233	MFCoreScorer	0.7311343	1.9123431	0.8760867	-1.0393071	2.5796776
2015127040929026368	0.17358077	0.7472075	MFCoreScorer	0.85208964	-1.9861666	1.509891	-0.83280444	-2.5399277
1655238014552129537	0.1237155	-0.38783586	MFCoreScorer	1.1717895	-1.1145076	3.1351926	-0.049571637	0.92106545
1655387775938469891	0.43234277	-0.3724179	MFCoreScorer	-0.3328428	1.8349562	-2.2810874	-0.37149438	1.2701752
1666991098022232064	0.53727627	-0.01697861	MFCoreScorer	-0.14131615	2.1519153	-2.5666173	-0.5112473	1.6557776
1673662712725872647	0.24280371	-0.6537216	MFCoreScorer	0.36993927	2.289054	2.2470996	0.3119478	1.356132
1675382851477606400	0.4191214	-0.2480472	MFCoreScorer	-0.43851703	1.1978313	-1.9557408	-0.29282477	0.77939475
1677581867485368321	0.14229636	-0.22982667	MFCoreScorer	-0.3834062	1.1783079	-1.7775127	-0.21078598	0.58147633
1677676638644101121	0.5214145	-0.6379946	MFCoreScorer	-0.13418385	3.9331174	-3.248722	-0.91229385	3.5684607
1678707902943756288	0.43720502	0.03150126	MFCoreScorer	0.13883726	2.8779526	0.41882876	0.044322945	1.7402432
1681562528378392576	0.42079225	-0.7720153	MFCoreScorer	-0.10393446	3.5879097	-2.3782654	-0.0077173025	2.5774446
1682050871029555200	0.23243566	-0.65616035	MFCoreScorer	0.03547708	2.1299498	-1.3395343	0.10119943	1.842237
1683735358083833856	0.21306781	-0.687062	MFCoreScorer	0.5499861	3.4805028	1.8161283	-0.15904652	1.7651048
1685956031883649024	0.58953995	-0.27901682	MFCoreScorer	-0.20156154	3.7884462	-3.4186316	-0.82708824	2.8803337
1686191249257361408	0.5871303	-0.24978456	MFCoreScorer	0.55793273	2.0144305	-1.2513759	-1.2633219	2.2954516
1686790626711650304	0.5804101	-0.26989415	MFCoreScorer	-0.24562345	3.4005883	-3.6663108	-0.84643793	2.4085138
1686915707546877953	0.034729708	0.778544	MFCoreScorer	0.3724159	-1.5163687	2.517731	-0.112928525	-1.3796436
1687275538359205888	0.3220824	-0.4104848	MFCoreScorer	-0.16741946	1.3616201	-1.3163269	-0.16181822	0.9282537
1687958111376859146	0.051804543	0.63982964	MFCoreScorer	0.8653952	-1.5502769	3.0391376	-0.043136835	-1.4908177
1688804819593801928	0.37330893	-0.6962857	MFCoreScorer	-0.35234377	1.9093568	-2.508037	-0.35558644	1.4078276
1690652858885243216	0.49097696	-0.11967486	MFCoreScorer	-0.41747248	1.2636149	-1.963665	-0.28075668	0.93007433
1691226676586516982	0.60017276	-0.24869406	MFCoreScorer	-0.43526882	3.218373	-3.4510965	-1.4528344	2.0589967
1692000416605843556	0.33623618	0.6856196	MFCoreScorer	0.16831629	0.0006234142	0.20159653	-0.59147704	-1.097655
1692205117398036908	0.5943057	-0.241163	MFCoreScorer	-0.38100368	2.9591324	-3.6179197	-0.825602	2.0512066
1693152251207164022	0.5376351	-0.38583982	MFCoreScorer	-0.08652305	3.2348216	-3.2914214	-0.30777964	2.7662356
1694324438425382978	0.53137594	0.19582707	MFCoreScorer	-0.08552554	-0.41556045	-0.733233	-1.0906973	0.09760192
1695612589596959025	0.48795977	-0.52366155	MFCoreScorer	-0.12155961	2.6970832	-2.7098045	-0.456876	1.8073896
1696470846628397416	0.55243397	-0.46986037	MFCoreScorer	-0.112097256	4.386019	-3.5270762	-0.99006855	3.1794913
1702477078116098414	0.5577879	-0.4765243	MFCoreScorer	-0.32768527	4.6044354	-4.6434236	-1.2275711	3.359048
